Family,TaxonName,Genus,Species,InfraName1,InfraName2,InfraName3,Cultivar,TradeName,CommonNameAll,Distribution,LifeForm,QRCodeURL,NameID
Ericaceae,Pieris 'Brouwer's Beauty',Pieris,,,,,'Brouwer's Beauty',,Brouwer's Beauty Pieris,Interspecies Hybrid,Shrub/sub-shrub,taxon-9731.aspx?qr=0,9731
Ericaceae,Pieris floribunda,Pieris,floribunda,,,,,,Fetter Bush,Southeastern U.S.,Shrub/sub-shrub,taxon-9732.aspx?qr=0,9732
Ericaceae,Pieris japonica 'Spring Snow',Pieris,japonica,,,,'Spring Snow',,Andromeda,Horticultural Origin,Shrub/sub-shrub,taxon-9730.aspx?qr=0,9730
Ericaceae,Pieris japonica,Pieris,japonica,,,,,,Lily-of-the-Valley Shrub,Japan,Shrub/sub-shrub,taxon-9737.aspx?qr=0,9737
Ericaceae,Pieris japonica 'Mountain Fire',Pieris,japonica,,,,'Mountain Fire',,Mountain Fire Pieris,Japan,Shrub/sub-shrub,taxon-9743.aspx?qr=0,9743
Cactaceae,Pierrebraunia bahiensis,Pierrebraunia,bahiensis,,,,,,"Pierrebraunia Cactus, Arrojadoa Cactus","Brazil (Bahia, Piauí, Minas Gerai)",Cactus/succulent,taxon-150015.aspx?qr=0,150019
Urticaceae,Pilea cadierei,Pilea,cadierei,,,,,,Aluminum Plant,Vietnam,Herbaceous perennial,taxon-9750.aspx?qr=0,9750
Urticaceae,Pilea involucrata,Pilea,involucrata,,,,,,Friendship Plant,Central and South America,Herbaceous perennial,taxon-9751.aspx?qr=0,9751
Urticaceae,Pilea microphylla 'Variegata',Pilea,microphylla,,,,'Variegata',,Variegated Artillery Plant,Mexico to Brazil,Herbaceous perennial,taxon-15299.aspx?qr=0,15299
Urticaceae,Pilea peperomioides,Pilea,peperomioides,,,,,,"Chinese money plant, coin plant, pancake plant",West Indies,Herbaceous perennial,taxon-13036.aspx?qr=0,13036
Urticaceae,Pilea pubescens 'Silver Cloud',Pilea,pubescens,,,,'Silver Cloud',,Silver Cloud Pilea,Hort. Selection (Cent. and S America),Herbaceous perennial,taxon-17056.aspx?qr=0,17056
Urticaceae,Pilea spruceana,Pilea,spruceana,,,,,,Pilea,New World Tropics,,taxon-9754.aspx?qr=0,9754
Asteraceae,Pilosella officinarum,Pilosella,officinarum,,,,,,Pilosella,Eurasia,Herbaceous perennial,taxon-14429.aspx?qr=0,14429
Cactaceae,Pilosocereus fulvilanatus,Pilosocereus,fulvilanatus,,,,,,Pilosocereus Cactus,Brazil (Minas Gerais and Bahia),Cactus/succulent,taxon-15542.aspx?qr=0,15542
Cactaceae,Pilosocereus pachycladus,Pilosocereus,pachycladus,,,,,,"Pilosocereus Cactus, Facheiro",NE Brazil,Cactus/succulent,taxon-12899.aspx?qr=0,12899
Myrtaceae,Pimenta dioica,Pimenta,dioica,,,,,,ALLSPICE,"Central America, West Indies",,taxon-9759.aspx?qr=0,9759
Myrtaceae,Pimenta racemosa,Pimenta,racemosa,,,,,,Bay Rum Tree,Caribbean,Tree,taxon-15611.aspx?qr=0,15611
Orchidaceae,Pinalia bractescens,Pinalia,bractescens,,,,,,Pinalia Orchid,Tropical Asia,Epiphyte,taxon-17584.aspx?qr=0,17584
Orchidaceae,Pinalia formosana,Pinalia,formosana,,,,,,"Pinalia, Pinalia Orchid","Taiwan, Philippines",Epiphyte,taxon-150755.aspx?qr=0,150761
Arecaceae,Pinanga insignis,Pinanga,insignis,,,,,,"Black Fiber Palm, Pinanga","Sulawesi, Philippines",Palm,taxon-16232.aspx?qr=0,16232
Araceae,Pinellia tripartita,Pinellia,tripartita,,,,,,Erect Green Dragon,Southern Japan,Herbaceous perennial,taxon-9761.aspx?qr=0,9761
Lentibulariaceae,Pinguicula agnata,Pinguicula,agnata,,,,,,"butterwort, Pinguicula",Mexico (Guanajuato to Hidalgo),Carnivorous,taxon-150440.aspx?qr=0,150445
Pinaceae,Pinus armandii,Pinus,armandii,,,,,,Chinese White Pine,China,Tree,taxon-9766.aspx?qr=0,9766
Pinaceae,Pinus bungeana,Pinus,bungeana,,,,,,Lace-bark Pine,China,Tree,taxon-9770.aspx?qr=0,9770
Pinaceae,Pinus cembra,Pinus,cembra,,,,,,Swiss Stone Pine,Europe,Tree,taxon-9771.aspx?qr=0,9771
Pinaceae,Pinus flexilis 'Vanderwolf's Pyramid',Pinus,flexilis,,,,'Vanderwolf's Pyramid',,Upright Limber Pine,W North America,Tree,taxon-3115.aspx?qr=0,3115
Pinaceae,Pinus flexilis,Pinus,flexilis,,,,,,Limber Pine,W North America,Tree,taxon-9777.aspx?qr=0,9777
Pinaceae,Pinus heldreichii,Pinus,heldreichii,,,,,,Bosnian Pine,"Mediterranean, Balkans",Tree,taxon-9781.aspx?qr=0,9781
Pinaceae,Pinus koraiensis,Pinus,koraiensis,,,,,,Korean Pine,"SE China, Korea, Mtns. of Japan",Tree,taxon-9783.aspx?qr=0,9783
Pinaceae,Pinus mugo 'Pauls Dwarf',Pinus,mugo,,,,'Pauls Dwarf',,Pauls Dwarf Mountain Pine,"Hort. Selection (Europe, Balkans).",Shrub/sub-shrub,taxon-14924.aspx?qr=0,14924
Pinaceae,Pinus nigra,Pinus,nigra,,,,,,Austrian Pine,Europe,Tree,taxon-9790.aspx?qr=0,9790
Pinaceae,Pinus parviflora,Pinus,parviflora,,,,,,Japanese White Pine,Japan,Tree,taxon-9792.aspx?qr=0,9792
Pinaceae,Pinus parviflora 'Glauca',Pinus,parviflora,,,,'Glauca',,Japanese White Pine,Hort. Selection (Japan),Tree,taxon-9793.aspx?qr=0,9793
Pinaceae,Pinus strobus,Pinus,strobus,,,,,,White Pine,Eastern North America,Tree,taxon-9800.aspx?qr=0,9800
Pinaceae,Pinus strobus 'Nana',Pinus,strobus,,,,'Nana',,Dwarf Eastern White Pine,Eastern North America,Tree,taxon-9802.aspx?qr=0,9802
Pinaceae,Pinus strobus 'Fastigiata',Pinus,strobus,,,,'Fastigiata',,Fastigiate Eastern White Pine,Hort. Selection (E North America),Tree,taxon-9801.aspx?qr=0,9801
Pinaceae,Pinus sylvestris,Pinus,sylvestris,,,,,,Scots Pine,Eurasia,Tree,taxon-9804.aspx?qr=0,9804
Pinaceae,Pinus sylvestris 'Glauca Globosa',Pinus,sylvestris,,,,'Glauca Globosa',,Glauca Globosa Scots Pine,Eurasia,Shrub/sub-shrub,taxon-14402.aspx?qr=0,14402
Pinaceae,Pinus thunbergii,Pinus,thunbergii,,,,,,Japanese Black Pine,"Korea, Japan",Tree,taxon-9809.aspx?qr=0,9809
Pinaceae,Pinus wallichiana,Pinus,wallichiana,,,,,,"Himalayan Pine, Bhutan Pine",Temperate Himalaya to Afghanistan,Tree,taxon-16344.aspx?qr=0,16344
Piperaceae,Piper auritum,Piper,auritum,,,,,,"Root Beer Plant, False Sasparilla",Mexico,,taxon-14204.aspx?qr=0,14204
Piperaceae,Piper betle,Piper,betle,,,,,,Betle Pepper,India to Malaysia,Vine/liana,taxon-9810.aspx?qr=0,9810
Piperaceae,Piper kwashoense,Piper,kwashoense,,,,,,Lu Dao Hu Jiao,Southern Taiwan,Herbaceous perennial,taxon-17520.aspx?qr=0,17520
Piperaceae,Piper longum,Piper,longum,,,,,,Long Pepper,tropical E Himalaya,,taxon-14665.aspx?qr=0,14665
Piperaceae,Piper magnificum,Piper,magnificum,,,,,,Lacquered Pepper,Peru,Shrub/sub-shrub,taxon-9811.aspx?qr=0,9811
Piperaceae,Piper methysticum,Piper,methysticum,,,,,,Kava,South Pacific,Shrub/sub-shrub,taxon-9812.aspx?qr=0,9812
Piperaceae,Piper nigrum,Piper,nigrum,,,,,,Black Pepper,"India, Sri Lanka",Vine/liana,taxon-9813.aspx?qr=0,9813
Piperaceae,Piper sarmentosum,Piper,sarmentosum,,,,,,"Vietnamese Pepper, Chaphulu, La lot",Eastern and SE Asia,Herbaceous perennial,taxon-15612.aspx?qr=0,15612
Piperaceae,Piper sarmentosum 'Variegata',Piper,sarmentosum,,,,'Variegata',,Piper,Eastern and SE Asia,Herbaceous perennial,taxon-150889.aspx?qr=0,150912
Piperaceae,Piper sylvaticum,Piper,sylvaticum,,,,,,Mountain long pepper,India,Vine/liana,taxon-17062.aspx?qr=0,17062
Nyctaginaceae,Pisonia umbellifera,Pisonia,umbellifera,,,,,,"Bird Catcher Tree, Para-Para","Australia, New Zealand",Shrub/sub-shrub,taxon-16097.aspx?qr=0,16097
Bromeliaceae,Pitcairnia tabuliformis,Pitcairnia,tabuliformis,,,,,,Pitcairnia,"S Mexico, Guatemala",Herbaceous perennial,taxon-16471.aspx?qr=0,16471
Pittosporaceae,Pittosporum tobira 'Variegatum',Pittosporum,tobira,,,,'Variegatum',,"Tobira, Mock Orange","China, Japan",Tree,taxon-14208.aspx?qr=0,14208
Pittosporaceae,Pittosporum viridiflorum,Pittosporum,viridiflorum,,,,,,"Cape Pittosporum, Cheesewood",South Africa,Shrub/sub-shrub,taxon-9830.aspx?qr=0,9830
Plantaginaceae,Plantago rugelii,Plantago,rugelii,,,,,,Rugel's Plantain,"Eastern U.S., W to Montana, Texas",Herbaceous perennial,taxon-17149.aspx?qr=0,17149
Platanaceae,Platanus × acerifolia 'Columbia',Platanus,× acerifolia,,,,'Columbia',,Columbia London Planetree,Interspecies Hybrid,Tree,taxon-9844.aspx?qr=0,9844
Platanaceae,Platanus × acerifolia 'Liberty',Platanus,× acerifolia,,,,'Liberty',,Liberty London Planetree,Interspecies Hybrid,Tree,taxon-9845.aspx?qr=0,9845
Platanaceae,Platanus × acerifolia,Platanus,× acerifolia,,,,,,London Planetree,Interspecies Hybrid,Tree,taxon-9846.aspx?qr=0,9846
Platanaceae,Platanus × acerifolia 'Morton Thornhill' Exclamation ™,Platanus,× acerifolia,,,,'Morton Thornhill',Exclamation ™,Exclamation London Planetree,Hort. Selection (Interspecies Hybrid),Tree,taxon-17371.aspx?qr=0,17371
Platanaceae,Platanus × acerifolia 'Bloodgood',Platanus,× acerifolia,,,,'Bloodgood',,Bloodgood London Planetree,Interspecies Hybrid,Tree,taxon-2183.aspx?qr=0,2183
Platanaceae,Platanus occidentalis,Platanus,occidentalis,,,,,,American Sycamore,Eastern U.S.,Tree,taxon-9847.aspx?qr=0,9847
Polypodiaceae,Platycerium andinum,Platycerium,andinum,,,,,,Andean Staghorn Fern,"Bolivia, Peru",Herbaceous perennial,taxon-9850.aspx?qr=0,9850
Polypodiaceae,Platycerium bifurcatum,Platycerium,bifurcatum,,,,,,Common Staghorn Fern,Australasia,Herbaceous perennial,taxon-9852.aspx?qr=0,9852
Polypodiaceae,Platycerium bifurcatum ssp. willincki,Platycerium,bifurcatum ssp. willincki,,,,,,"Java Staghorn Fern, Platycerium","Indonesia (Sulawesi, Java to Nusa Tenggara)",Fern or Fern ally,taxon-150965.aspx?qr=0,150996
Polypodiaceae,Platycerium ellisii,Platycerium,ellisii,,,,,,Staghorn Fern,Madagascar,Herbaceous perennial,taxon-15790.aspx?qr=0,15790
Polypodiaceae,Platycerium grande,Platycerium,grande,,,,,,Staghorn Fern,"Malaysia, Australia, Philippines",Herbaceous perennial,taxon-9854.aspx?qr=0,9854
Polypodiaceae,Platycerium holttumii,Platycerium,holttumii,,,,,,Holttum's Staghorn Fern,Thailand-Malaysia,Herbaceous perennial,taxon-13778.aspx?qr=0,13778
Polypodiaceae,Platycerium stemaria,Platycerium,stemaria,,,,,,Triangular Staghorn Fern,Tropical Africa,Herbaceous perennial,taxon-9857.aspx?qr=0,9857
Polypodiaceae,Platycerium superbum,Platycerium,superbum,,,,,,Staghorn Fern,Australia,Herbaceous perennial,taxon-15789.aspx?qr=0,15789
Polypodiaceae,Platycerium veitchii,Platycerium,veitchii,,,,,,Silver Elkhorn Fern,Australia (Queensland),,taxon-14355.aspx?qr=0,14355
Campanulaceae,Platycodon 'Astra Double Pink',Platycodon,,,,,'Astra Double Pink',,Astra Double Pink Balloon Flower,Hort. Selection (Japan),Herbaceous perennial,taxon-149887.aspx?qr=0,149891
Campanulaceae,Platycodon grandiflorus,Platycodon,grandiflorus,,,,,,Balloon Flower,"Eastern Asia, Japan",Herbaceous perennial,taxon-17209.aspx?qr=0,17209
Campanulaceae,Platycodon grandiflorus 'Albus',Platycodon,grandiflorus,,,,'Albus',,White Balloon Flower,"East Asia, Japan, Korea",Herbaceous perennial,taxon-9867.aspx?qr=0,9867
Campanulaceae,Platycodon grandiflorus 'Sentimental Blue',Platycodon,grandiflorus,,,,'Sentimental Blue',,Sentimental Blue Balloon Flower,Hort. Selection (E Asia),Herbaceous perennial,taxon-9868.aspx?qr=0,9868
Lamiaceae,Plectranthus amboinicus,Plectranthus,amboinicus,,,,,,Spanish Thyme,Africa,Herbaceous perennial,taxon-9871.aspx?qr=0,9871
Lamiaceae,Plectranthus argentatus,Plectranthus,argentatus,,,,,,,Myanmar,,taxon-14205.aspx?qr=0,14205
Lamiaceae,Plectranthus australis,Plectranthus,australis,,,,,,,South Africa,Herbaceous perennial,taxon-9874.aspx?qr=0,9874
Lamiaceae,Plectranthus bipinnatus,Plectranthus,bipinnatus,,,,,,Plectranthus,Madagascar,,taxon-14425.aspx?qr=0,14425
Lamiaceae,Plectranthus eckloni,Plectranthus,eckloni,,,,,,"groot spoorsalie, tall spurflower",South Africa,Herbaceous perennial,taxon-9878.aspx?qr=0,9878
Lamiaceae,Plectranthus fruticosus 'Jamesii',Plectranthus,fruticosus,,,,'Jamesii',,,South Africa,Herbaceous perennial,taxon-9879.aspx?qr=0,9879
Lamiaceae,Plectranthus grandidentatus,Plectranthus,grandidentatus,,,,,,"big-teeth coleus, scented-leaf coleus",South Africa,Herbaceous perennial,taxon-14207.aspx?qr=0,14207
Lamiaceae,Plectranthus hadiensis,Plectranthus,hadiensis,,,,,,"Hairy Spurflower, Vicks Plant",South Africa,Cactus/succulent,taxon-17274.aspx?qr=0,17274
Lamiaceae,Plectranthus oertendahlii,Plectranthus,oertendahlii,,,,,,"November lights, Oertendahl's spurflower, silverleaf spurflower, silwerspoorsalie, Swedish ivy, bontblaarspoorsalie",South Africa,Herbaceous perennial,taxon-9882.aspx?qr=0,9882
Lamiaceae,Plectranthus scutellarioides,Plectranthus,scutellarioides,,,,,,"Coleus, Coleus Cultivar","Malasia, SE Asia",Herbaceous perennial,taxon-16524.aspx?qr=0,16524
Lamiaceae,Plectranthus scutellarioides 'Lemon Lime' Curly ™,Plectranthus,scutellarioides,,,,'Lemon Lime',Curly ™,Curly Lemon Lime Coleus,"Horticultural Selection (Malasia, SE Asia)",Herbaceous perennial,taxon-16601.aspx?qr=0,16601
Lamiaceae,Plectranthus verticillatus,Plectranthus,verticillatus,,,,,,"Plectranthus, Skindersalie",Eastern South Africa,Herbaceous perennial,taxon-16485.aspx?qr=0,16485
Lamiaceae,Plectranthus zuluensis,Plectranthus,zuluensis,,,,,,Zulu spurflower,South Africa,Herbaceous perennial,taxon-9885.aspx?qr=0,9885
Aizoaceae,Pleiospilos bolusii,Pleiospilos,bolusii,,,,,,Pleiospilos,South Africa (S Cape Province),Cactus/succulent,taxon-9898.aspx?qr=0,9898
Aizoaceae,Pleiospilos nelii,Pleiospilos,nelii,,,,,,Pleiospilos,South Africa (S Cape Province),Cactus/succulent,taxon-150929.aspx?qr=0,150957
Polypodiaceae,Pleopeltis fimbriata,Pleopeltis,fimbriata,,,,,,"Pleopeltis, Polypodium","Colombia, Ecuador",Fern or Fern ally,taxon-150966.aspx?qr=0,150998
Melastomataceae,Pleroma heteromallum,Pleroma,heteromallum,,,,,,"Pleroma, Rio Princess Tree","French Guiana, Bolivia to E Brazil",Shrub/sub-shrub,taxon-150763.aspx?qr=0,150769
Melastomataceae,Pleroma urvilleanum,Pleroma,urvilleanum,,,,,,"Glory Bush, Pleroma","Brazil (São Paulo, Rio Grande do Sul)",Shrub/sub-shrub,taxon-150764.aspx?qr=0,150770
Orchidaceae,Pleurothallis eumecocaulon,Pleurothallis,eumecocaulon,,,,,,Pleurothallis orchid,"Costa Rica, Panama",Epiphyte,taxon-150523.aspx?qr=0,150528
Orchidaceae,Pleurothallis hemileuca,Pleurothallis,hemileuca,,,,,,Pleurothallis orchid,Panama,Epiphyte,taxon-150524.aspx?qr=0,150529
Orchidaceae,Pleurothallis maduroi,Pleurothallis,maduroi,,,,,,Pleurothallis Orchid,Panama,,taxon-149922.aspx?qr=0,149926
Orchidaceae,Pleurothallis niveoglobula,Pleurothallis,niveoglobula,,,,,,Pleurothallis Orchid,Ecuador,Epiphyte,taxon-150186.aspx?qr=0,150191
Orchidaceae,Pleurothallis nuda,Pleurothallis,nuda,,,,,,Pleurothallis Orchid,Northern S America,Epiphyte,taxon-17633.aspx?qr=0,17633
Orchidaceae,Pleurothallis pedunculata,Pleurothallis,pedunculata,,,,,,Pleurothallis Orchid,"Venezuela, Colombia, Ecuador, Peru",Epiphyte,taxon-17635.aspx?qr=0,17635
Orchidaceae,Pleurothallis radula,Pleurothallis,radula,,,,,,Pleurothallis,Costa Rica,Epiphyte,taxon-150906.aspx?qr=0,150929
Orchidaceae,Pleurothallis restrepioides,Pleurothallis,restrepioides,,,,,,"Pleurothallis, Stelis Orchid","SW Colombia, Ecuador, N Peru",Epiphyte,taxon-150756.aspx?qr=0,150762
Orchidaceae,Pleurothallis saueri,Pleurothallis,saueri,,,,,,Pleurothallis,Ecuador,Epiphyte,taxon-150907.aspx?qr=0,150930
Plumbaginaceae,Plumbago auriculata,Plumbago,auriculata,,,,,,Cape Leadwort,South Africa,Shrub/sub-shrub,taxon-9902.aspx?qr=0,9902
Apocynaceae,Plumeria alba,Plumeria,alba,,,,,,"Frangipani, Plumeria",Puerto Rico,Tree,taxon-150550.aspx?qr=0,150556
Apocynaceae,Plumeria alba f. acutifolia,Plumeria,alba,acutifolia,,,,,"Frangipani, Plumeria",Puerto Rico,Tree,taxon-150551.aspx?qr=0,150557
Apocynaceae,Plumeria obtusa,Plumeria,obtusa,,,,,,Plumeria,"Caribbean, Florida, S Mexico, Guatemala and Belize",Shrub/sub-shrub,taxon-17662.aspx?qr=0,17662
Apocynaceae,Plumeria rubra,Plumeria,rubra,,,,,,"Frangipani, Plumeria",Mexico to Venezuela,Shrub/sub-shrub,taxon-9906.aspx?qr=0,9906
Apocynaceae,Plumeria rubra f. acutifolia,Plumeria,rubra,acutifolia,,,,,"Frangipani, Plumeria",Mexico to Venezuela,Tree,taxon-9907.aspx?qr=0,9907
Podocarpaceae,Podocarpus angustifolius,Podocarpus,angustifolius,,,,,,Narrow Leaf Cuban Podoberry,Western Cuba,Tree,taxon-13079.aspx?qr=0,13079
Podocarpaceae,Podocarpus chinensis,Podocarpus,chinensis,,,,,,Chinese Podoberry,"Myanmar, China, Japan",Tree,taxon-13081.aspx?qr=0,13081
Podocarpaceae,Podocarpus chingianus,Podocarpus,chingianus,,,,,,Ching Podoberry,China,Tree,taxon-9916.aspx?qr=0,9916
Podocarpaceae,Podocarpus elatus,Podocarpus,elatus,,,,,,"Rockingham Podocarp, Brown Pine, Plum Pine",Eastern Australia,Tree,taxon-13082.aspx?qr=0,13082
Podocarpaceae,Podocarpus hallii,Podocarpus,hallii,,,,,,"Hall's totara, Montane totara, thin-bark totara, tōtara kōtukutuku",New Zealand,Tree,taxon-13861.aspx?qr=0,13861
Podocarpaceae,Podocarpus henkelii,Podocarpus,henkelii,,,,,,Falcate Yellowwood,South Africa,Tree,taxon-13857.aspx?qr=0,13857
Podocarpaceae,Podocarpus lambertii,Podocarpus,lambertii,,,,,,Lambert Podoberry,"Northeastern Argentina, SE Brazil",Tree,taxon-13086.aspx?qr=0,13086
Podocarpaceae,Podocarpus latifolius,Podocarpus,latifolius,,,,,,Yellowwood,Africa,Tree,taxon-13860.aspx?qr=0,13860
Podocarpaceae,Podocarpus lawrencii 'Purple King',Podocarpus,lawrencii,,,,'Purple King',,Lawrence Podoberry,New Zealand,Shrub/sub-shrub,taxon-9919.aspx?qr=0,9919
Podocarpaceae,Podocarpus macrophyllus,Podocarpus,macrophyllus,,,,,,"Bigleaf Podocarp, Forest Podoberry","China, Japan",Shrub/sub-shrub,taxon-13074.aspx?qr=0,13074
Podocarpaceae,Podocarpus macrophyllus 'Maki',Podocarpus,macrophyllus,,,,'Maki',,"Kusamaki, Long-leaved Podoberry, Long-leaved Podoberry, Buddhist Pine","China, Japan",Tree,taxon-9920.aspx?qr=0,9920
Podocarpaceae,Podocarpus nivalis 'Jack's Pass',Podocarpus,nivalis,,,,'Jack's Pass',,Jack's Pass Alpine Totara,Southern New Zealand,Shrub/sub-shrub,taxon-13088.aspx?qr=0,13088
Podocarpaceae,Podocarpus oleifolius var. macrostachyus,Podocarpus,oleifolius,macrostachyus,,,,,Buddhist pine,Mexico to Bolivia,Tree,taxon-14125.aspx?qr=0,14125
Podocarpaceae,Podocarpus polystachyus,Podocarpus,polystachyus,,,,,,Jati Bukit,Southeast Asia,Tree,taxon-16583.aspx?qr=0,16583
Podocarpaceae,Podocarpus reichei,Podocarpus,reichei,,,,,,,Mexico to Costa Rica,Tree,taxon-9923.aspx?qr=0,9923
Podocarpaceae,Podocarpus salignus,Podocarpus,salignus,,,,,,"Willowleaf Podocarp, Willow Podocarp, Manio",Central and Southern Chile,Tree,taxon-13089.aspx?qr=0,13089
Podocarpaceae,Podocarpus smithii,Podocarpus,smithii,,,,,,Smith Podoberry,Australia,Tree,taxon-13090.aspx?qr=0,13090
Podocarpaceae,Podocarpus spinulosus,Podocarpus,spinulosus,,,,,,Spiny Leaf Podocarp,Australia,Shrub/sub-shrub,taxon-13858.aspx?qr=0,13858
Podocarpaceae,Podocarpus subtropicalis,Podocarpus,subtropicalis,,,,,,"Subtropical Podoberry, Omei Podoberry",China,Tree,taxon-13091.aspx?qr=0,13091
Podocarpaceae,Podocarpus sylvestris,Podocarpus,sylvestris,,,,,,Woodland Podoberry,New Caledonia,Shrub/sub-shrub,taxon-9926.aspx?qr=0,9926
Podocarpaceae,Podocarpus thailandensis,Podocarpus,thailandensis,,,,,,,,Tree,taxon-13092.aspx?qr=0,13092
Podocarpaceae,Podocarpus totara,Podocarpus,totara,,,,,,Totara Pine,New Zealand,Tree,taxon-9927.aspx?qr=0,9927
Berberidaceae,Podophyllum hexandrum,Podophyllum,hexandrum,,,,,,Himalayan Mayapple,Himalaya,Herbaceous perennial,taxon-9929.aspx?qr=0,9929
Berberidaceae,Podophyllum peltatum,Podophyllum,peltatum,,,,,,Mayapple,North America,Herbaceous perennial,taxon-9930.aspx?qr=0,9930
Berberidaceae,Podophyllum versipelle,Podophyllum,versipelle,,,,,,Chinese Mayapple,"China, Tibet",Herbaceous perennial,taxon-9932.aspx?qr=0,9932
Poaceae,Pogonatherum crinitum,Pogonatherum,crinitum,,,,,,Bonsai Grass,South Asia to Solomon Islands,Herbaceous perennial,taxon-15308.aspx?qr=0,15308
Poaceae,Pogonatherum crinitum 'Variegata',Pogonatherum,crinitum,,,,'Variegata',,Striped Bonsai Grass,South Asia to Solomon Islands,Herbaceous perennial,taxon-15307.aspx?qr=0,15307
Lamiaceae,Pogostemon cablin,Pogostemon,cablin,,,,,,patchouli,s.e. Asia & Oceania,Herbaceous perennial,taxon-9933.aspx?qr=0,9933
Lamiaceae,Pogostemon heyneanus,Pogostemon,heyneanus,,,,,,Patchouli,"India, Myanmar",Herbaceous perennial,taxon-9934.aspx?qr=0,9934
Polemoniaceae,Polemonium caeruleum,Polemonium,caeruleum,,,,,,Jacob's-ladder,Eurasia,Herbaceous perennial,taxon-9936.aspx?qr=0,9936
Polemoniaceae,Polemonium reptans,Polemonium,reptans,,,,,,"Jacob's Ladder, Greek Valerian",Eastern U.S.,Herbaceous perennial,taxon-9946.aspx?qr=0,9946
Commelinaceae,Pollia condensata,Pollia,condensata,,,,,,Pollia,Cent. and SW Africa,Herbaceous perennial,taxon-17270.aspx?qr=0,17270
Polygalaceae,Polygala vayredae,Polygala,vayredae,,,,,,Pyrenees Milkwort,Eastern Pyrenees,Herbaceous perennial,taxon-9958.aspx?qr=0,9958
Asparagaceae,Polygonatum biflorum,Polygonatum,biflorum,,,,,,Solomon's Seal,"Eastern U.S., South Central Canada",Herbaceous perennial,taxon-9960.aspx?qr=0,9960
Asparagaceae,Polygonatum biflorum var. commutatum,Polygonatum,biflorum,commutatum,,,,,Great Solomon's-seal,North America to Mexico,Herbaceous perennial,taxon-9961.aspx?qr=0,9961
Asparagaceae,Polygonatum humile,Polygonatum,humile,,,,,,Dwarf Solomon's Seal,"Western China, Japan",Herbaceous perennial,taxon-9962.aspx?qr=0,9962
Asparagaceae,Polygonatum odoratum 'Flora Plenum',Polygonatum,odoratum,,,,'Flora Plenum',,Double-flowered Solomon's Seal,Eurasia,Herbaceous perennial,taxon-15998.aspx?qr=0,15998
Asparagaceae,Polygonatum odoratum,Polygonatum,odoratum,,,,,,Solomon's Seal,Eurasia,Herbaceous perennial,taxon-17501.aspx?qr=0,17501
Asparagaceae,Polygonatum odoratum 'Variegatum',Polygonatum,odoratum,,,,'Variegatum',,Variegated Solomon's Seal,Eurasia,Herbaceous perennial,taxon-9966.aspx?qr=0,9966
Polygonaceae,Polygonum affine 'Dimity',Polygonum,affine,,,,'Dimity',,Dimity Knotweed,Himalaya,Herbaceous perennial,taxon-9970.aspx?qr=0,9970
Polygonaceae,Polygonum bistorta 'Superbum',Polygonum,bistorta,,,,'Superbum',,European Bistort,Northern Europe,Herbaceous perennial,taxon-9973.aspx?qr=0,9973
Polygonaceae,Polygonum orientale,Polygonum,orientale,,,,,,"Kiss-Me-Over-The-Garden-Gate, Princess-feather","East and SE Asia, Australia",Herb Annual,taxon-9976.aspx?qr=0,9976
Polypodiaceae,Polypodium 'Green Wave',Polypodium,,,,,'Green Wave',,Green Wave Twister Fern,Horticultural Selection,Fern or Fern ally,taxon-16297.aspx?qr=0,16297
Polypodiaceae,Polypodium 'Peek Kai Thong',Polypodium,,,,,'Peek Kai Thong',,Peek Kai Thong Fern,Horticultural Selection,Fern or Fern ally,taxon-16298.aspx?qr=0,16298
Polypodiaceae,Polypodium attenuatum 'Falax',Polypodium,attenuatum,,,,'Falax',,Falax Tapered Polypody Fern,Central and South America,Fern or Fern ally,taxon-16295.aspx?qr=0,16295
Polypodiaceae,Polypodium aureum 'Mandaianum',Polypodium,aureum,,,,'Mandaianum',,Blue Fern,New World Tropics,Herbaceous perennial,taxon-9978.aspx?qr=0,9978
Polypodiaceae,Polypodium vulgare,Polypodium,vulgare,,,,,,Common Polypody,Eurasia,Fern or Fern ally,taxon-9987.aspx?qr=0,9987
Araliaceae,Polyscias balfouriana 'Marginata',Polyscias,balfouriana,,,,'Marginata',,"Balfour Aralia, Polyscias",Horticultural Origin,Shrub/sub-shrub,taxon-9991.aspx?qr=0,9991
Orchidaceae,Polystachya pubescens,Polystachya,pubescens,,,,,,Polystachya Orchid,"South Africa, Swaziland",Epiphyte,taxon-9995.aspx?qr=0,9995
Dryopteridaceae,Polystichum acrostichoides f. multifidum,Polystichum,acrostichoides,multifidum,,,,,Fancy Christmas Fern,Eastern North America,Herbaceous perennial,taxon-7079.aspx?qr=0,7079
Dryopteridaceae,Polystichum acrostichoides,Polystichum,acrostichoides,,,,,,Christmas Fern,Eastern North America,Herbaceous perennial,taxon-9996.aspx?qr=0,9996
Dryopteridaceae,Polystichum munitum,Polystichum,munitum,,,,,,Western Sword Fern,North America,Herbaceous perennial,taxon-9998.aspx?qr=0,9998
Dryopteridaceae,Polystichum polyblepharum,Polystichum,polyblepharum,,,,,,Tassel Fern,"Korea, Japan",Herbaceous perennial,taxon-9999.aspx?qr=0,9999
Pontederiaceae,Pontederia cordata,Pontederia,cordata,,,,,,Pickerel-weed,E North America to Caribbean,Aquatic,taxon-15013.aspx?qr=0,15013
