Family,TaxonName,Genus,Species,InfraName1,InfraName2,InfraName3,Cultivar,TradeName,CommonNameAll,Distribution,LifeForm,QRCodeURL,NameID
Caprifoliaceae,Abelia × grandiflora,Abelia,× grandiflora,,,,,,Glossy Abelia,Interspecies Hybrid,Shrub/sub-shrub,taxon-5.aspx?qr=0,5
Oleaceae,Abeliophyllum distichum,Abeliophyllum,distichum,,,,,,White Forsythia,Korea,Shrub/sub-shrub,taxon-6.aspx?qr=0,6
Oleaceae,Abeliophyllum distichum 'Roseum',Abeliophyllum,distichum,,,,'Roseum',,"Roseum White Forsythia, White Forsythia",Korea,Shrub/sub-shrub,taxon-14681.aspx?qr=0,14681
Malvaceae,Abelmoschus esculentus,Abelmoschus,esculentus,,,,,,Okra,East Africa,Herb Annual,taxon-8.aspx?qr=0,8
Pinaceae,Abies alba,Abies,alba,,,,,,Silver Fir,Europe,Tree,taxon-9.aspx?qr=0,9
Pinaceae,Abies balsamea,Abies,balsamea,,,,,,Balsam Fir,North America,Tree,taxon-11.aspx?qr=0,11
Pinaceae,Abies firma,Abies,firma,,,,,,Momi Fir,Japan,Tree,taxon-16.aspx?qr=0,16
Pinaceae,Abies holophylla,Abies,holophylla,,,,,,Needle Fir,Northeast China to Korea,Tree,taxon-19.aspx?qr=0,19
Pinaceae,Abies homolepis,Abies,homolepis,,,,,,Nikko Fir,Japan,Tree,taxon-20.aspx?qr=0,20
Pinaceae,Abies sachalinensis,Abies,sachalinensis,,,,,,Sakhalin Fir,North Japan,Tree,taxon-32.aspx?qr=0,32
Malvaceae,Abutilon × hybridum 'Rose Form',Abutilon,× hybridum,,,,'Rose Form',,Rose Flowering Maple,Horticultural Selection,Shrub/sub-shrub,taxon-44.aspx?qr=0,44
Malvaceae,Abutilon × hybridum 'Savitzii',Abutilon,× hybridum,,,,'Savitzii',,Savitz Flowering Maple,Horticultural Selection,Shrub/sub-shrub,taxon-40.aspx?qr=0,40
Malvaceae,Abutilon theophrasti,Abutilon,theophrasti,,,,,,"Velvet Leaf, Butter-Print","Central Asia, China (introduced widelly)",Herb Annual,taxon-50.aspx?qr=0,50
Fabaceae,Acacia collinsii,Acacia,collinsii,,,,,,Cornizuelo,Mexico,Shrub/sub-shrub,taxon-54.aspx?qr=0,54
Fabaceae,Acacia cultriformis,Acacia,cultriformis,,,,,,Knife-leaf Wattle,Eastern Australia,Shrub/sub-shrub,taxon-56.aspx?qr=0,56
Fabaceae,Acacia farnesiana,Acacia,farnesiana,,,,,,"Sweet Wattle, Scented Acacia",Tropical America,Tree,taxon-14605.aspx?qr=0,14605
Euphorbiaceae,Acalypha reptans,Acalypha,reptans,,,,,,Strawberry Firetails,West Indies,Shrub/sub-shrub,taxon-72.aspx?qr=0,72
Euphorbiaceae,Acalypha wilkesiana 'Godseffiana',Acalypha,wilkesiana,,,,'Godseffiana',,Jacob's-coat,Pacific Islands,Shrub/sub-shrub,taxon-76.aspx?qr=0,76
Euphorbiaceae,Acalypha wilkesiana 'Obovata',Acalypha,wilkesiana,,,,'Obovata',,Obovata Copperleaf,Pacific Islands,Shrub/sub-shrub,taxon-78.aspx?qr=0,78
Euphorbiaceae,Acalypha wilkesiana 'Macafeeana',Acalypha,wilkesiana,,,,'Macafeeana',,Macafeeana Copperleaf,Pacific Islands,Shrub/sub-shrub,taxon-77.aspx?qr=0,77
Cactaceae,Acanthocalycium formosum,Acanthocalycium,formosum,,,,,,"Acanthocalycium, Echinopsis Cactus, Echinopsis Cactus, Echinopsis, Pasakana, Koko","W Argentina, Chile (Andies)",Cactus/succulent,taxon-150723.aspx?qr=0,150729
Cactaceae,Acanthocalycium spiniflorum,Acanthocalycium,spiniflorum,,,,,,"Acanthocalycium, Acanthocalycium, Echionopsis Cactus","W Argentina, Chile (Andies)",Cactus/succulent,taxon-150726.aspx?qr=0,150732
Cactaceae,Acanthocalycium thionanthum subsp. thionanthum,Acanthocalycium,thionanthum,thionanthum,,,,,"Acanthocalycium, Echinopsis Cactus",Northwest Argentina,Cactus/succulent,taxon-150727.aspx?qr=0,150733
Cactaceae,Acanthocereus tetragonus,Acanthocereus,tetragonus,,,,,,"Acanthocereus Cactus, Barbed-Wire Cactus","Florida, Caribbean, Mexico to Colombia",Shrub/sub-shrub,taxon-79.aspx?qr=0,79
Plumbaginaceae,Acantholimon venustum,Acantholimon,venustum,,,,,,Prickly Thrift,Western Turkey,Shrub/sub-shrub,taxon-85.aspx?qr=0,85
Bromeliaceae,Acanthostachys pitcairnioides,Acanthostachys,pitcairnioides,,,,,,"Acanthostachys Bromeliad, Acanthostachys",E Brazil,Epiphyte,taxon-150345.aspx?qr=0,150350
Bromeliaceae,Acanthostachys strobilacea,Acanthostachys,strobilacea,,,,,,"Pinecone Bromeliad, Acanthostachys",Brazil to Argentina,Herbaceous perennial,taxon-92.aspx?qr=0,92
Acanthaceae,Acanthus hungaricus,Acanthus,hungaricus,,,,,,Hungarian Acanthus,"Balkans, Greece",Herbaceous perennial,taxon-17016.aspx?qr=0,17016
Acanthaceae,Acanthus mollis,Acanthus,mollis,,,,,,"Bear's Breeches, Acanthus",NE Mediterranean,Shrub/sub-shrub,taxon-96.aspx?qr=0,96
Acanthaceae,Acanthus montanus,Acanthus,montanus,,,,,,"Mountain Thistle, Acanthus",W Tropical Africa,Shrub/sub-shrub,taxon-97.aspx?qr=0,97
Sapindaceae,Acer 'Ginzam' Gingerbread ™,Acer,,,,,'Ginzam',Gingerbread ™,Gingerbread Paperbark Maple,Interspecies Hybrid,Tree,taxon-16334.aspx?qr=0,16334
Sapindaceae,Acer × freemanii 'Scarsen' Scarlet Sentinel ™,Acer,× freemanii,,,,'Scarsen',Scarlet Sentinel ™,"Scarlet Sentinel Freeman Maple, Scarlet Sentinel Red Maple",Interspecies Hybrid,Tree,taxon-171.aspx?qr=0,171
Sapindaceae,Acer × freemanii 'Armstrong',Acer,× freemanii,,,,'Armstrong',,Armstrong Maple,Interspecies Hybrid,Tree,taxon-13938.aspx?qr=0,13938
Sapindaceae,Acer × freemanii 'Jeffersred' Autumn Blaze ®,Acer,× freemanii,,,,'Jeffersred',Autumn Blaze ®,Autumn Blaze® Freeman Maple,Interspecies Hybrid,Tree,taxon-14189.aspx?qr=0,14189
Sapindaceae,Acer buergerianum,Acer,buergerianum,,,,,,Trident Maple,China,Tree,taxon-100.aspx?qr=0,100
Sapindaceae,Acer campestre,Acer,campestre,,,,,,"Hedge Maple, Field Maple","Europe, West Asia",Tree,taxon-101.aspx?qr=0,101
Sapindaceae,Acer campestre 'Postelense',Acer,campestre,,,,'Postelense',,Postelense Hedge Maple,"Europe, West Asia",Tree,taxon-13685.aspx?qr=0,13685
Sapindaceae,Acer carpinifolium,Acer,carpinifolium,,,,,,Hornbeam Maple,Japan,Tree,taxon-105.aspx?qr=0,105
Sapindaceae,Acer ceriferum,Acer,ceriferum,,,,,,Chinese Maple,China,Tree,taxon-16373.aspx?qr=0,16373
Sapindaceae,Acer diabolicum,Acer,diabolicum,,,,,,Horned Maple,Japan,Tree,taxon-110.aspx?qr=0,110
Sapindaceae,Acer griseum,Acer,griseum,,,,,,Paperbark Maple,Central China,Tree,taxon-116.aspx?qr=0,116
Sapindaceae,Acer griseum × maximowiczianum,Acer,griseum × maximowiczianum,,,,,,Hybrid Paperbark Maple,Interspecies Hybrid,Tree,taxon-150526.aspx?qr=0,150532
Sapindaceae,Acer henryi,Acer,henryi,,,,,,Henry's Maple,China,Tree,taxon-16374.aspx?qr=0,16374
Sapindaceae,Acer japonicum 'Emmett's Pumpkin',Acer,japonicum,,,,'Emmett's Pumpkin',,Emmett's Pumpkin Full-Moon Maple,Hort. Selection (Japan),Tree,taxon-17397.aspx?qr=0,17397
Sapindaceae,Acer japonicum,Acer,japonicum,,,,,,Full-Moon Maple,Japan,Tree,taxon-121.aspx?qr=0,121
Sapindaceae,Acer japonicum 'Aconitifolium',Acer,japonicum,,,,'Aconitifolium',,Fernleaf Maple,Eastern Asia,Tree,taxon-12998.aspx?qr=0,12998
Sapindaceae,Acer mandshuricum,Acer,mandshuricum,,,,,,Mandshurian Maple,Northeast China to Korea,Tree,taxon-126.aspx?qr=0,126
Sapindaceae,Acer miyabei 'Morton' State Street ™,Acer,miyabei,,,,'Morton',State Street ™,State Street Miyabe Maple,Japan,Tree,taxon-16311.aspx?qr=0,16311
Sapindaceae,Acer miyabei 'JFS-KW3AMI' Rugged Ridge ®,Acer,miyabei,,,,'JFS-KW3AMI',Rugged Ridge ®,Rugged Ridge® Miyabe Maple,Horticultural Selection (Japan),Tree,taxon-16320.aspx?qr=0,16320
Sapindaceae,Acer miyabei,Acer,miyabei,,,,,,Miyabe Maple,Japan,Tree,taxon-129.aspx?qr=0,129
Sapindaceae,Acer mono,Acer,mono,,,,,,"Painted Maple, Shantung Maple","China, Korea",Tree,taxon-954.aspx?qr=0,954
Sapindaceae,Acer opalus subsp. obtusatum,Acer,opalus,obtusatum,,,,,Italian Maple,Southern Europe,Tree,taxon-135.aspx?qr=0,135
Sapindaceae,Acer palmatum 'Dissectum Viridis',Acer,palmatum,,,,'Dissectum Viridis',,Threadleaf Japanese Maple,"China, Korea, Japan",Tree,taxon-141.aspx?qr=0,141
Sapindaceae,Acer palmatum 'Murogawa',Acer,palmatum,,,,'Murogawa',,Murogawa Japanese Maple,"China, Korea, Japan",Tree,taxon-143.aspx?qr=0,143
Sapindaceae,Acer palmatum 'Ornatum',Acer,palmatum,,,,'Ornatum',,Ornatum Japanese Maple,"China, Korea, Japan",Tree,taxon-146.aspx?qr=0,146
Sapindaceae,Acer palmatum 'Shiranami',Acer,palmatum,,,,'Shiranami',,Shiranami Japanese Maple,"China, Korea, Japan",Tree,taxon-148.aspx?qr=0,148
Sapindaceae,Acer palmatum 'Kasagi yama',Acer,palmatum,,,,'Kasagi yama',,Kasagi yama Japanese Maple,"Hort. Selection (China, Korea, Japan)",Tree,taxon-17401.aspx?qr=0,17401
Sapindaceae,Acer palmatum 'Tana',Acer,palmatum,,,,'Tana',,Beni otake Japanese Maple,"Hort. Selection (China, Korea, Japan)",Tree,taxon-17403.aspx?qr=0,17403
Sapindaceae,Acer palmatum 'Burgundy Lime',Acer,palmatum,,,,'Burgundy Lime',,Burgundy Lime Japanese Maple,"Hort. Selection (China, Korea, Japan)",Tree,taxon-17409.aspx?qr=0,17409
Sapindaceae,Acer palmatum 'Fukinagashi',Acer,palmatum,,,,'Fukinagashi',,Fukinagashi Japanese Maple,"Hort. Selection (China, Korea, Japan)",Tree,taxon-17412.aspx?qr=0,17412
Sapindaceae,Acer palmatum 'Seiun kaku',Acer,palmatum,,,,'Seiun kaku',,Seiun kaku Japanese Maple,"Hort. Selection (China, Korea, Japan)",Tree,taxon-17415.aspx?qr=0,17415
Sapindaceae,Acer palmatum,Acer,palmatum,,,,,,Japanese Maple,"China, Korea, Japan",Tree,taxon-136.aspx?qr=0,136
Sapindaceae,Acer palmatum 'Burgundy Flame',Acer,palmatum,,,,'Burgundy Flame',,Burgundy Flame Japanese Maple,"Hort. Selection (China, Korea, Japan)",Tree,taxon-139.aspx?qr=0,139
Sapindaceae,Acer palmatum 'Dissectum',Acer,palmatum,,,,'Dissectum',,Cutleaf Japanese Maple,"China, Korea, Japan",Tree,taxon-140.aspx?qr=0,140
Sapindaceae,Acer palmatum 'Tamukeyama',Acer,palmatum,,,,'Tamukeyama',,Tamukeyama Japanese Maple,"China, Korea, Japan",Tree,taxon-12999.aspx?qr=0,12999
Sapindaceae,Acer palmatum 'Bloodgood',Acer,palmatum,,,,'Bloodgood',,Bloodgood Japanese Maple,"China, Korea, Japan",Tree,taxon-14433.aspx?qr=0,14433
Sapindaceae,Acer palmatum 'Beni otake',Acer,palmatum,,,,'Beni otake',,Beni otake Japanese Maple,"Hort. Selection (China, Korea, Japan)",Tree,taxon-17402.aspx?qr=0,17402
Sapindaceae,Acer palmatum 'Tsukasa Silhouette',Acer,palmatum,,,,'Tsukasa Silhouette',,Tsukasa Silhouette Japanese Maple,"Hort. Selection (China, Korea, Japan)",Tree,taxon-17404.aspx?qr=0,17404
Sapindaceae,Acer palmatum 'Spring Delight',Acer,palmatum,,,,'Spring Delight',,Spring Delight Japanese Maple,"Hort. Selection (China, Korea, Japan)",Tree,taxon-17410.aspx?qr=0,17410
Sapindaceae,Acer palmatum 'Bonfire',Acer,palmatum,,,,'Bonfire',,Bonfire Japanese Maple,"Hort. Selection (China, Korea, Japan)",Tree,taxon-17411.aspx?qr=0,17411
Sapindaceae,Acer pensylvanicum,Acer,pensylvanicum,,,,,,"Striped Maple, Pennsylvania Maple, Whistlewood, Moosewood",Eastern North America,Tree,taxon-154.aspx?qr=0,154
Sapindaceae,Acer pensylvanicum 'Erythrocladum',Acer,pensylvanicum,,,,'Erythrocladum',,Red-Stemmed Striped Maple,Northeastern North America,Tree,taxon-1401.aspx?qr=0,1401
Sapindaceae,Acer pseudosieboldianum,Acer,pseudosieboldianum,,,,,,Korean Maple,Northeast China to Korea,Tree,taxon-169.aspx?qr=0,169
Sapindaceae,Acer robustum,Acer,robustum,,,,,,Chinese Maple,China,Shrub/sub-shrub,taxon-642.aspx?qr=0,642
Sapindaceae,Acer rubrum var. rubrum,Acer,rubrum,rubrum,,,,,Red Maple,East and Cent. N America,Tree,taxon-172.aspx?qr=0,172
Sapindaceae,Acer rubrum 'Brandywine',Acer,rubrum,,,,'Brandywine',,Brandywine Red Maple,Hort. Selection (N America),Tree,taxon-16049.aspx?qr=0,16049
Sapindaceae,Acer rubrum 'Autumn Spire',Acer,rubrum,,,,'Autumn Spire',,Autumn Spire Red Maple,Hort. Selection (East and Cent. N  America),Tree,taxon-16312.aspx?qr=0,16312
Sapindaceae,Acer rubrum 'Autumn Flame',Acer,rubrum,,,,,'Autumn Flame',Autumn Flame Red Maple,Hort. Selection (East and Cent. N America),Tree,taxon-174.aspx?qr=0,174
Sapindaceae,Acer rubrum 'Franksred' Red Sunset ®,Acer,rubrum,,,,'Franksred',Red Sunset ®,Red Sunset® Maple,Hort. Selection (E and Cent. N  America),Tree,taxon-176.aspx?qr=0,176
Sapindaceae,Acer rubrum 'Bowhall',Acer,rubrum,,,,'Bowhall',,Bowhall Red Maple,East and Cent. N America,Tree,taxon-15982.aspx?qr=0,15982
Sapindaceae,Acer rubrum 'Karpick' Northwood ®,Acer,rubrum,,,,'Karpick',Northwood ®,Northwood® Red Maple,Hort. Selection (N America),Tree,taxon-16309.aspx?qr=0,16309
Sapindaceae,Acer rubrum,Acer,rubrum,,,,,,Red Maple,East and Cent. N America,Tree,taxon-172.aspx?qr=0,150514
Sapindaceae,Acer saccharinum,Acer,saccharinum,,,,,,Silver Maple,North America,Tree,taxon-180.aspx?qr=0,180
Sapindaceae,Acer saccharum 'PNI 0285' Green Mountain ®,Acer,saccharum,,,,'PNI 0285',Green Mountain ®,Green Mountain® Maple,Hort. Selection (North America),Tree,taxon-185.aspx?qr=0,185
Sapindaceae,Acer saccharum 'Newton Sentry',Acer,saccharum,,,,'Newton Sentry',,Newton Sentry Maple,Central to E North America,Tree,taxon-14495.aspx?qr=0,14495
Sapindaceae,Acer saccharum 'Fall Fiesta',Acer,saccharum,,,,'Fall Fiesta',,Fall Fiesta Sugar Maple,Eastern North America,Tree,taxon-150634.aspx?qr=0,150640
Sapindaceae,Acer saccharum,Acer,saccharum,,,,,,"Sugar Maple, Rock Maple, Hard Maple",North America,Tree,taxon-182.aspx?qr=0,182
Sapindaceae,Acer saccharum 'Legacy',Acer,saccharum,,,,'Legacy',,Legacy Maple,Hort. Selection (North America),Tree,taxon-186.aspx?qr=0,186
Sapindaceae,Acer saccharum subsp. grandidentatum,Acer,saccharum,grandidentatum,,,,,"Bigtooth Maple, Sugar Maple",W North America,Tree,taxon-187.aspx?qr=0,187
Sapindaceae,Acer saccharum var. rugelii,Acer,saccharum,rugelii,,,,,Rugel's Sugar Maple,E and Cent. North America,Tree,taxon-189.aspx?qr=0,189
Sapindaceae,Acer saccharum subsp. saccharum,Acer,saccharum,saccharum,,,,,Sugar Maple,Northern North America,Tree,taxon-190.aspx?qr=0,190
Sapindaceae,Acer saccharum 'Temple's Upright',Acer,saccharum,,,,'Temple's Upright',,Temple's Upright Maple,Northern North America,Tree,taxon-192.aspx?qr=0,192
Sapindaceae,Acer saccharum 'Millane's Dwarf',Acer,saccharum,,,,'Millane's Dwarf',,Millane's Dwarf Sugar Maple,Eastern North America,Tree,taxon-14703.aspx?qr=0,14703
Sapindaceae,Acer saccharum 'John Pair',Acer,saccharum,,,,'John Pair',,John Pair Sugar Maple,Hort. Selection (North America),Tree,taxon-16022.aspx?qr=0,16022
Sapindaceae,Acer skutchii,Acer,skutchii,,,,,,"Skutch Maple, Guatemalan Maple, Cloudforest Maple","Mexico, Guatemala",Tree,taxon-14543.aspx?qr=0,14543
Sapindaceae,Acer spicatum,Acer,spicatum,,,,,,Mountain Maple,Eastern North America,Tree,taxon-194.aspx?qr=0,194
Sapindaceae,Acer sterculiaceum subsp. franchetii,Acer,sterculiaceum,franchetii,,,,,"Franchet's Maple, Himalayab Maple",China,Tree,taxon-16375.aspx?qr=0,16375
Sapindaceae,Acer takesimense,Acer,takesimense,,,,,,Acer,Japan,Tree,taxon-196.aspx?qr=0,196
Sapindaceae,Acer tataricum subsp. ginnala 'Flame',Acer,tataricum,ginnala,,,'Flame',,"Flame Amur Maple, Flame Tartarian Maple",Northeast Asia,Tree,taxon-13073.aspx?qr=0,13073
Sapindaceae,Acer tataricum 'GarAnn' Hotwings ®,Acer,tataricum,,,,'GarAnn',Hotwings ®,Hotwings® Tatarian Maple,"Hort. Selection (SE Europe, W Asia)",Tree,taxon-16507.aspx?qr=0,16507
Sapindaceae,Acer tegmentosum 'Joe Witt',Acer,tegmentosum,,,,'Joe Witt',,"White-trunk Manchu Maple, Manchu Striped Maple","Eastern China, Korea",Tree,taxon-14766.aspx?qr=0,14766
Sapindaceae,Acer triflorum,Acer,triflorum,,,,,,Three-Flower Maple,Northeast China to Korea,Tree,taxon-202.aspx?qr=0,202
Sapindaceae,Acer truncatum,Acer,truncatum,,,,,,"Shantung Maple, Purpleblow Maple","Northern China, Korea, Japan",Tree,taxon-203.aspx?qr=0,203
Sapindaceae,Acer tschonoskii subsp. koreanum,Acer,tschonoskii,koreanum,,,,,Korean Stripe-Bark Maple,"China, Korea",Tree,taxon-1031.aspx?qr=0,1031
Cactaceae,Acharagma aguirreana,Acharagma,aguirreana,,,,,,"Acharagma Cactus, Acharagma",Mexico (Coahuila),Cactus/succulent,taxon-17083.aspx?qr=0,17083
Cactaceae,Acharagma roseanum,Acharagma,roseanum,,,,,,Acharagma,Mexico (Nuevo León),Cactus/succulent,taxon-17705.aspx?qr=0,17705
Asteraceae,Achillea millefolium,Achillea,millefolium,,,,,,Yarrow,"Europe, Western Asia",Herbaceous perennial,taxon-219.aspx?qr=0,219
Asteraceae,Achillea millefolium 'Apple Blossom',Achillea,millefolium,,,,'Apple Blossom',,Apple Blossom Yarrow,"Hort. Selection (Europe, Western Asia)",Herbaceous perennial,taxon-15259.aspx?qr=0,15259
Asteraceae,Achillea millefolium 'Red Beauty',Achillea,millefolium,,,,'Red Beauty',,Red Beauty Yarrow,Europe to Western Asia,Herbaceous perennial,taxon-221.aspx?qr=0,221
Asteraceae,Achillea millefolium 'Cerise Queen',Achillea,millefolium,,,,'Cerise Queen',,Cerise Queen Yarrow,"Hort. Selection (Europe, Western Asia)",Herbaceous perennial,taxon-17714.aspx?qr=0,17714
Asteraceae,Achillea ptarmica,Achillea,ptarmica,,,,,,"Sneezewort, Sneezeweed",Europe North of Mediterranean,Herbaceous perennial,taxon-226.aspx?qr=0,226
Asteraceae,Achillea tomentosa,Achillea,tomentosa,,,,,,Wooly Yarrow,SW Europe to Cent. Italy,Herbaceous perennial,taxon-234.aspx?qr=0,234
Gesneriaceae,Achimenes patens,Achimenes,patens,,,,,,Violet Achimenes,Western Mexico,Herbaceous perennial,taxon-240.aspx?qr=0,240
Orchidaceae,Acianthera bragae,Acianthera,bragae,,,,,,Acianthera Orchid,Brazil (Atlantic Forest),Epiphyte,taxon-149733.aspx?qr=0,149734
Orchidaceae,Acianthera capillaris,Acianthera,capillaris,,,,,,Acianthera Orchid,Cent. and S America,Epiphyte,taxon-149746.aspx?qr=0,149747
Orchidaceae,Acianthera crinita,Acianthera,crinita,,,,,,Acianthera Orchid,"SE Brazil, Bolivia",Epiphyte,taxon-150169.aspx?qr=0,150174
Orchidaceae,Acianthera pubescens,Acianthera,pubescens,,,,,,"Acianthera Orchid, Toads on a Leaf","Caribbean, Cent. and S America",Epiphyte,taxon-17636.aspx?qr=0,17636
Orchidaceae,Acineta mireyae,Acineta,mireyae,,,,,,Acineta,Panama,Epiphyte,taxon-150584.aspx?qr=0,150590
Lamiaceae,Acinos alpinus,Acinos,alpinus,,,,,,Alpine Calamint,Europe,Herbaceous perennial,taxon-246.aspx?qr=0,246
Apocynaceae,Acokanthera oppositifolia,Acokanthera,oppositifolia,,,,,,"Bushman's Poison, Poison Bush, Acokanthera",S and Cent. Africa to DRC and Tanzania,Tree,taxon-249.aspx?qr=0,249
Ranunculaceae,Aconitum carmichaelii,Aconitum,carmichaelii,,,,,,Azure Monkshood,"China, N America",Herbaceous perennial,taxon-253.aspx?qr=0,253
Ranunculaceae,Aconitum carmichaelii 'Barker's Variety',Aconitum,carmichaelii,,,,'Barker's Variety',,Barker's Monkshood,"China, N America",Herbaceous perennial,taxon-254.aspx?qr=0,254
Ranunculaceae,Aconitum lycoctonum subsp. lycoctonum,Aconitum,lycoctonum,lycoctonum,,,,,Wolfsbane,"Europe, N Africa",Herbaceous perennial,taxon-264.aspx?qr=0,264
Ranunculaceae,Aconitum napellus,Aconitum,napellus,,,,,,Helmet Flower,Northern Europe,Herbaceous perennial,taxon-265.aspx?qr=0,265
Acoraceae,Acorus calamus,Acorus,calamus,,,,,,Sweet Flag,"Asia, SE U.S.",Herbaceous perennial,taxon-276.aspx?qr=0,276
Acoraceae,Acorus gramineus 'Variegatus',Acorus,gramineus,,,,'Variegatus',,"Variegated Sweet Flag, Acorus",Eastern Asia,Herbaceous perennial,taxon-277.aspx?qr=0,277
Dryopteridaceae,Acrostichum aureum,Acrostichum,aureum,,,,,,"Acrostichum, Heart Fern",Pantropical,Fern or Fern ally,taxon-150968.aspx?qr=0,151001
Ranunculaceae,Actaea cordifolia,Actaea,cordifolia,,,,,,"Appalachian Bugbane, Black Cohosh",North America,Herbaceous perennial,taxon-16707.aspx?qr=0,16707
Ranunculaceae,Actaea pachypoda,Actaea,pachypoda,,,,,,"Doll's Eyes, White Baneberry",Eastern North America,Herbaceous perennial,taxon-280.aspx?qr=0,280
Ranunculaceae,Actaea racemosa 'Atropurpurea',Actaea,racemosa,,,,'Atropurpurea',,Purple Bugbane,Hort. Selection (North America),Herbaceous perennial,taxon-2980.aspx?qr=0,2980
Ranunculaceae,Actaea racemosa,Actaea,racemosa,,,,,,"Black Bugbane, Black Cohosh, Black Snakeroot, Bugbane, Fairy Candles",E North America,Herbaceous perennial,taxon-17675.aspx?qr=0,17675
Ranunculaceae,Actaea rubra,Actaea,rubra,,,,,,"Red Baneberry, Snakeberry",North America,Herbaceous perennial,taxon-281.aspx?qr=0,281
Ranunculaceae,Actaea simplex 'White Pearl',Actaea,simplex,,,,'White Pearl',,White Pearl Bugbane,"Hort. Selection (Eastern Russia, Japan)",Herbaceous perennial,taxon-17677.aspx?qr=0,17677
Actinidiaceae,Actinidia kolomikta 'Aromatnaya',Actinidia,kolomikta,,,,'Aromatnaya',,Aromatnaya Actinidia,Eastern Asia,Vine/liana,taxon-13257.aspx?qr=0,13257
Arecaceae,Actinokentia divaricata,Actinokentia,divaricata,,,,,,"Dwarf Flame Thrower Palm, Actinokentia",New Caledonia,Palm,taxon-16229.aspx?qr=0,16229
Malvaceae,Adansonia digitata,Adansonia,digitata,,,,,,"Baobab, Monkey Bread Tree",Subsaharan Africa,Tree,taxon-292.aspx?qr=0,292
Malvaceae,Adansonia za,Adansonia,za,,,,,,Baobab,Madagascar,Tree,taxon-13101.aspx?qr=0,13101
Passifloraceae,Adenia cissampeloides,Adenia,cissampeloides,,,,,,"Adenia, Adenia",Tropical  Africa,Vine/liana,taxon-150969.aspx?qr=0,151002
Passifloraceae,Adenia epigea,Adenia,epigea,,,,,,Adenia,Northern Madagascar,Vine/liana,taxon-150299.aspx?qr=0,150304
Passifloraceae,Adenia firingalavensis,Adenia,firingalavensis,,,,,,Adenia,Northern Madagascar,Vine/liana,taxon-150300.aspx?qr=0,150305
Passifloraceae,Adenia fruticosa,Adenia,fruticosa,,,,,,Adenia,South Africa,Vine/liana,taxon-150301.aspx?qr=0,150306
Passifloraceae,Adenia glauca,Adenia,glauca,,,,,,Adenia,"South Africa, Botswana",Vine/liana,taxon-150303.aspx?qr=0,150308
Passifloraceae,Adenia globosa,Adenia,globosa,,,,,,Adenia,"Somalia, Kenya, Tanzania",Vine/liana,taxon-150304.aspx?qr=0,150309
Passifloraceae,Adenia kirkii,Adenia,kirkii,,,,,,Adenia,"Kenya, Tanzania",Vine/liana,taxon-150305.aspx?qr=0,150310
Passifloraceae,Adenia metamorpha,Adenia,metamorpha,,,,,,Adenia,Madagascar,Vine/liana,taxon-150970.aspx?qr=0,151003
Passifloraceae,Adenia monadelpha,Adenia,monadelpha,,,,,,Adenia,Madagascar,Vine/liana,taxon-150306.aspx?qr=0,150311
Passifloraceae,Adenia perrieri,Adenia,perrieri,,,,,,Adenia,Madagascar,Vine/liana,taxon-150307.aspx?qr=0,150312
Passifloraceae,Adenia spinosa,Adenia,spinosa,,,,,,"Elephant's foot, Spiny greenstem",South Africa,Shrub/sub-shrub,taxon-293.aspx?qr=0,293
Passifloraceae,Adenia stylosa,Adenia,stylosa,,,,,,Adenia,Northern Madagascar,Vine/liana,taxon-150308.aspx?qr=0,150313
Passifloraceae,Adenia venenata,Adenia,venenata,,,,,,Adenia,Cent. and East  Africa to Saudi Arabia,Vine/liana,taxon-150309.aspx?qr=0,150314
Passifloraceae,Adenia volkensii,Adenia,volkensii,,,,,,Adenia,"Somalia, Kenya, Uganda, Tanzania",Vine/liana,taxon-150310.aspx?qr=0,150315
Apocynaceae,Adenium obesum subsp. obesum,Adenium,obesum,obesum,,,,,"Adenium, Desert Rose","Subsaharan Africa, Arabian Peninsula",Cactus/succulent,taxon-150490.aspx?qr=0,150495
Apocynaceae,Adenium obesum subsp. swazicum,Adenium,obesum,swazicum,,,,,"Adenium, South African Desert Rose","Mozambique, E South Africa",Cactus/succulent,taxon-150493.aspx?qr=0,150498
Apocynaceae,Adenium obesum subsp. boehmianum,Adenium,obesum,boehmianum,,,,,"Adenium, Desert Rose","Angola, Namibia",Cactus/succulent,taxon-150491.aspx?qr=0,150496
Apocynaceae,Adenium obesum subsp. multiflorum,Adenium,obesum,multiflorum,,,,,"Adenium, Desert Rose",Eastern Southern Africa,Cactus/succulent,taxon-150492.aspx?qr=0,150497
Campanulaceae,Adenophora triphylla var. hakusanensis,Adenophora,triphylla,hakusanensis,,,,,Clustered Ladybells,Japan,Herbaceous perennial,taxon-308.aspx?qr=0,308
Pteridaceae,Adiantum aleuticum,Adiantum,aleuticum,,,,,,"Aleutian Maidenhair Fern, Aleutian Maidenhair, Western Maidenhair Fern",North America,Herbaceous perennial,taxon-314.aspx?qr=0,314
Pteridaceae,Adiantum caudatum,Adiantum,caudatum,,,,,,Adiantum,Southeastern  Asia,Fern or Fern ally,taxon-17084.aspx?qr=0,17084
Pteridaceae,Adiantum hispidulum,Adiantum,hispidulum,,,,,,Rough Maidenhair Fern,"E Africa, S Asia, S China, Australia",Herbaceous perennial,taxon-318.aspx?qr=0,318
